target_path,source_path,target_kind,decision,category,priority,status,message
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_011.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_011.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_011_P0.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_011_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_012.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_012.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_012_P0.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_012_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_012_P1.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_012_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_013.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_013.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_014.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_014.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_014_P0.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_014_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015_P0.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015_P1.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015_P2.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015_P3.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_015_P3.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_016.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_016.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_016_P1.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_016_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_017.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_017.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_017_P1.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_017_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_018.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_018.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_018_P0.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_018_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P1.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P2.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P3.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P3.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P4.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P4.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P5.json,Assets/CardBaseEntity/BT11/Red/Digimon/BT11_019_P5.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Option/BT11_096.json,Assets/CardBaseEntity/BT11/Red/Option/BT11_096.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Option/BT11_097.json,Assets/CardBaseEntity/BT11/Red/Option/BT11_097.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Tamer/BT11_089.json,Assets/CardBaseEntity/BT11/Red/Tamer/BT11_089.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Tamer/BT11_089_P0.json,Assets/CardBaseEntity/BT11/Red/Tamer/BT11_089_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Tamer/BT11_089_P1.json,Assets/CardBaseEntity/BT11/Red/Tamer/BT11_089_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Red/Tamer/BT11_089_P2.json,Assets/CardBaseEntity/BT11/Red/Tamer/BT11_089_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/White/Tamer/BT11_095.json,Assets/CardBaseEntity/BT11/White/Tamer/BT11_095.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/White/Tamer/BT11_095_P0.json,Assets/CardBaseEntity/BT11/White/Tamer/BT11_095_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/White/Tamer/BT11_095_P1.json,Assets/CardBaseEntity/BT11/White/Tamer/BT11_095_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/White/Tamer/BT11_095_P2.json,Assets/CardBaseEntity/BT11/White/Tamer/BT11_095_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/DigiEgg/BT11_003.json,Assets/CardBaseEntity/BT11/Yellow/DigiEgg/BT11_003.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/DigiEgg/BT11_003_P0.json,Assets/CardBaseEntity/BT11/Yellow/DigiEgg/BT11_003_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_034.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_034.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_035.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_035.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_036.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_036.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_036_P0.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_036_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_037.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_037.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_038.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_038.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_038_P0.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_038_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_039.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_039.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_040.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_040.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_040_P0.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_040_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_041.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_041.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_042.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_042.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_042_P0.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_042_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_042_P1.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_042_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_043.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_043.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_043_P0.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_043_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_043_P1.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_043_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_044.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_044.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_044_P0.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_044_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_045.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_045.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_045_P0.json,Assets/CardBaseEntity/BT11/Yellow/Digimon/BT11_045_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Option/BT11_100.json,Assets/CardBaseEntity/BT11/Yellow/Option/BT11_100.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT11/Yellow/Option/BT11_101.json,Assets/CardBaseEntity/BT11/Yellow/Option/BT11_101.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/DigiEgg/BT12_005.json,Assets/CardBaseEntity/BT12/Black/DigiEgg/BT12_005.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/DigiEgg/BT12_005_P0.json,Assets/CardBaseEntity/BT12/Black/DigiEgg/BT12_005_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_058.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_058.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_059.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_059.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_059_P1.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_059_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_059_P2.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_059_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_060.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_060.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_061.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_061.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_062.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_062.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_062_P1.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_062_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_063.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_063.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_063_P0.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_063_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_064.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_064.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_064_P1.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_064_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_065.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_065.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_065_P0.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_065_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_066.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_066.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_067.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_067.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_068.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_068.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_068_P0.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_068_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_068_P1.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_068_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_069.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_069.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070_P1.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070_P2.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070_P3.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070_P3.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070_P4.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_070_P4.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_071.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_071.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_071_P0.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_071_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_072.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_072.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Digimon/BT12_072_P1.json,Assets/CardBaseEntity/BT12/Black/Digimon/BT12_072_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Option/BT12_107.json,Assets/CardBaseEntity/BT12/Black/Option/BT12_107.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Option/BT12_108.json,Assets/CardBaseEntity/BT12/Black/Option/BT12_108.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Option/BT12_108_P0.json,Assets/CardBaseEntity/BT12/Black/Option/BT12_108_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Tamer/BT12_094.json,Assets/CardBaseEntity/BT12/Black/Tamer/BT12_094.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Tamer/BT12_094_P0.json,Assets/CardBaseEntity/BT12/Black/Tamer/BT12_094_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Tamer/BT12_095.json,Assets/CardBaseEntity/BT12/Black/Tamer/BT12_095.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Tamer/BT12_095_P0.json,Assets/CardBaseEntity/BT12/Black/Tamer/BT12_095_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Tamer/BT12_095_P1.json,Assets/CardBaseEntity/BT12/Black/Tamer/BT12_095_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Black/Tamer/BT12_095_P2.json,Assets/CardBaseEntity/BT12/Black/Tamer/BT12_095_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002.json,Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002_P0.json,Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002_P0.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002_P1.json,Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002_P2.json,Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002_P3.json,Assets/CardBaseEntity/BT12/Blue/DigiEgg/BT12_002_P3.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_019.json,Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_019.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_020.json,Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_020.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_021.json,Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_021.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_021_P1.json,Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_021_P1.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
src/HeadlessDCGO.Engine/Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_021_P2.json,Assets/CardBaseEntity/BT12/Blue/Digimon/BT12_021_P2.asset,ConvertedData,USE,CardData,HIGH,created_or_filled,Created file or filled existing empty file.
