GroupId,Set,Color,CardCount,SourceDir,TestProject,GoalId
BT23/Red,BT23,Red,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT23/Red,CardEffect.BT23.Red.Tests,CARDS-BT23-Red
BT23/White,BT23,White,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT23/White,CardEffect.BT23.White.Tests,CARDS-BT23-White
BT23/Yellow,BT23,Yellow,15,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT23/Yellow,CardEffect.BT23.Yellow.Tests,CARDS-BT23-Yellow
BT24/Black,BT24,Black,16,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT24/Black,CardEffect.BT24.Black.Tests,CARDS-BT24-Black
BT24/Blue,BT24,Blue,15,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT24/Blue,CardEffect.BT24.Blue.Tests,CARDS-BT24-Blue
BT24/Green,BT24,Green,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT24/Green,CardEffect.BT24.Green.Tests,CARDS-BT24-Green
BT24/Purple,BT24,Purple,24,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT24/Purple,CardEffect.BT24.Purple.Tests,CARDS-BT24-Purple
BT24/Red,BT24,Red,15,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT24/Red,CardEffect.BT24.Red.Tests,CARDS-BT24-Red
BT24/White,BT24,White,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT24/White,CardEffect.BT24.White.Tests,CARDS-BT24-White
BT24/Yellow,BT24,Yellow,16,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT24/Yellow,CardEffect.BT24.Yellow.Tests,CARDS-BT24-Yellow
BT25/Black,BT25,Black,22,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT25/Black,CardEffect.BT25.Black.Tests,CARDS-BT25-Black
BT25/Blue,BT25,Blue,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT25/Blue,CardEffect.BT25.Blue.Tests,CARDS-BT25-Blue
BT25/Green,BT25,Green,20,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT25/Green,CardEffect.BT25.Green.Tests,CARDS-BT25-Green
BT25/Purple,BT25,Purple,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT25/Purple,CardEffect.BT25.Purple.Tests,CARDS-BT25-Purple
BT25/Red,BT25,Red,21,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT25/Red,CardEffect.BT25.Red.Tests,CARDS-BT25-Red
BT25/Yellow,BT25,Yellow,19,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT25/Yellow,CardEffect.BT25.Yellow.Tests,CARDS-BT25-Yellow
EX1/Black,EX1,Black,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX1/Black,CardEffect.EX1.Black.Tests,CARDS-EX1-Black
EX1/Blue,EX1,Blue,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX1/Blue,CardEffect.EX1.Blue.Tests,CARDS-EX1-Blue
EX1/Green,EX1,Green,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX1/Green,CardEffect.EX1.Green.Tests,CARDS-EX1-Green
EX1/Purple,EX1,Purple,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX1/Purple,CardEffect.EX1.Purple.Tests,CARDS-EX1-Purple
EX1/Red,EX1,Red,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX1/Red,CardEffect.EX1.Red.Tests,CARDS-EX1-Red
EX1/White,EX1,White,4,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX1/White,CardEffect.EX1.White.Tests,CARDS-EX1-White
EX1/Yellow,EX1,Yellow,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX1/Yellow,CardEffect.EX1.Yellow.Tests,CARDS-EX1-Yellow
EX2/Black,EX2,Black,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX2/Black,CardEffect.EX2.Black.Tests,CARDS-EX2-Black
EX2/Blue,EX2,Blue,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX2/Blue,CardEffect.EX2.Blue.Tests,CARDS-EX2-Blue
EX2/Green,EX2,Green,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX2/Green,CardEffect.EX2.Green.Tests,CARDS-EX2-Green
EX2/Purple,EX2,Purple,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX2/Purple,CardEffect.EX2.Purple.Tests,CARDS-EX2-Purple
EX2/Red,EX2,Red,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX2/Red,CardEffect.EX2.Red.Tests,CARDS-EX2-Red
EX2/White,EX2,White,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX2/White,CardEffect.EX2.White.Tests,CARDS-EX2-White
EX2/Yellow,EX2,Yellow,9,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX2/Yellow,CardEffect.EX2.Yellow.Tests,CARDS-EX2-Yellow
EX3/Black,EX3,Black,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX3/Black,CardEffect.EX3.Black.Tests,CARDS-EX3-Black
EX3/Blue,EX3,Blue,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX3/Blue,CardEffect.EX3.Blue.Tests,CARDS-EX3-Blue
EX3/Green,EX3,Green,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX3/Green,CardEffect.EX3.Green.Tests,CARDS-EX3-Green
EX3/Purple,EX3,Purple,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX3/Purple,CardEffect.EX3.Purple.Tests,CARDS-EX3-Purple
EX3/Red,EX3,Red,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX3/Red,CardEffect.EX3.Red.Tests,CARDS-EX3-Red
EX3/White,EX3,White,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX3/White,CardEffect.EX3.White.Tests,CARDS-EX3-White
EX3/Yellow,EX3,Yellow,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX3/Yellow,CardEffect.EX3.Yellow.Tests,CARDS-EX3-Yellow
EX4/Black,EX4,Black,17,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX4/Black,CardEffect.EX4.Black.Tests,CARDS-EX4-Black
EX4/Blue,EX4,Blue,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX4/Blue,CardEffect.EX4.Blue.Tests,CARDS-EX4-Blue
EX4/Green,EX4,Green,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX4/Green,CardEffect.EX4.Green.Tests,CARDS-EX4-Green
EX4/Purple,EX4,Purple,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX4/Purple,CardEffect.EX4.Purple.Tests,CARDS-EX4-Purple
EX4/Red,EX4,Red,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX4/Red,CardEffect.EX4.Red.Tests,CARDS-EX4-Red
EX4/White,EX4,White,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX4/White,CardEffect.EX4.White.Tests,CARDS-EX4-White
EX4/Yellow,EX4,Yellow,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX4/Yellow,CardEffect.EX4.Yellow.Tests,CARDS-EX4-Yellow
EX5/Black,EX5,Black,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX5/Black,CardEffect.EX5.Black.Tests,CARDS-EX5-Black
EX5/Blue,EX5,Blue,15,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX5/Blue,CardEffect.EX5.Blue.Tests,CARDS-EX5-Blue
EX5/Green,EX5,Green,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX5/Green,CardEffect.EX5.Green.Tests,CARDS-EX5-Green
EX5/Purple,EX5,Purple,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX5/Purple,CardEffect.EX5.Purple.Tests,CARDS-EX5-Purple
EX5/Red,EX5,Red,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX5/Red,CardEffect.EX5.Red.Tests,CARDS-EX5-Red
EX5/White,EX5,White,3,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX5/White,CardEffect.EX5.White.Tests,CARDS-EX5-White
EX5/Yellow,EX5,Yellow,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX5/Yellow,CardEffect.EX5.Yellow.Tests,CARDS-EX5-Yellow
EX6/Black,EX6,Black,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX6/Black,CardEffect.EX6.Black.Tests,CARDS-EX6-Black
EX6/Blue,EX6,Blue,6,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX6/Blue,CardEffect.EX6.Blue.Tests,CARDS-EX6-Blue
EX6/Green,EX6,Green,5,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX6/Green,CardEffect.EX6.Green.Tests,CARDS-EX6-Green
EX6/Purple,EX6,Purple,23,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX6/Purple,CardEffect.EX6.Purple.Tests,CARDS-EX6-Purple
EX6/Red,EX6,Red,7,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX6/Red,CardEffect.EX6.Red.Tests,CARDS-EX6-Red
EX6/White,EX6,White,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX6/White,CardEffect.EX6.White.Tests,CARDS-EX6-White
EX6/Yellow,EX6,Yellow,21,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX6/Yellow,CardEffect.EX6.Yellow.Tests,CARDS-EX6-Yellow
EX7/Black,EX7,Black,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX7/Black,CardEffect.EX7.Black.Tests,CARDS-EX7-Black
EX7/Blue,EX7,Blue,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX7/Blue,CardEffect.EX7.Blue.Tests,CARDS-EX7-Blue
EX7/Green,EX7,Green,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX7/Green,CardEffect.EX7.Green.Tests,CARDS-EX7-Green
EX7/Purple,EX7,Purple,19,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX7/Purple,CardEffect.EX7.Purple.Tests,CARDS-EX7-Purple
EX7/Red,EX7,Red,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX7/Red,CardEffect.EX7.Red.Tests,CARDS-EX7-Red
EX7/Yellow,EX7,Yellow,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX7/Yellow,CardEffect.EX7.Yellow.Tests,CARDS-EX7-Yellow
EX8/Black,EX8,Black,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX8/Black,CardEffect.EX8.Black.Tests,CARDS-EX8-Black
EX8/Blue,EX8,Blue,16,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX8/Blue,CardEffect.EX8.Blue.Tests,CARDS-EX8-Blue
EX8/Green,EX8,Green,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX8/Green,CardEffect.EX8.Green.Tests,CARDS-EX8-Green
EX8/Purple,EX8,Purple,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX8/Purple,CardEffect.EX8.Purple.Tests,CARDS-EX8-Purple
EX8/Red,EX8,Red,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX8/Red,CardEffect.EX8.Red.Tests,CARDS-EX8-Red
EX8/Yellow,EX8,Yellow,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX8/Yellow,CardEffect.EX8.Yellow.Tests,CARDS-EX8-Yellow
EX9/Black,EX9,Black,15,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX9/Black,CardEffect.EX9.Black.Tests,CARDS-EX9-Black
EX9/Blue,EX9,Blue,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX9/Blue,CardEffect.EX9.Blue.Tests,CARDS-EX9-Blue
EX9/Green,EX9,Green,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX9/Green,CardEffect.EX9.Green.Tests,CARDS-EX9-Green
EX9/Purple,EX9,Purple,9,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX9/Purple,CardEffect.EX9.Purple.Tests,CARDS-EX9-Purple
EX9/Red,EX9,Red,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX9/Red,CardEffect.EX9.Red.Tests,CARDS-EX9-Red
EX9/White,EX9,White,3,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX9/White,CardEffect.EX9.White.Tests,CARDS-EX9-White
EX9/Yellow,EX9,Yellow,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX9/Yellow,CardEffect.EX9.Yellow.Tests,CARDS-EX9-Yellow
EX10/Black,EX10,Black,20,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX10/Black,CardEffect.EX10.Black.Tests,CARDS-EX10-Black
EX10/Blue,EX10,Blue,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX10/Blue,CardEffect.EX10.Blue.Tests,CARDS-EX10-Blue
EX10/Green,EX10,Green,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX10/Green,CardEffect.EX10.Green.Tests,CARDS-EX10-Green
EX10/Purple,EX10,Purple,32,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX10/Purple,CardEffect.EX10.Purple.Tests,CARDS-EX10-Purple
EX10/Red,EX10,Red,6,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX10/Red,CardEffect.EX10.Red.Tests,CARDS-EX10-Red
EX10/White,EX10,White,3,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX10/White,CardEffect.EX10.White.Tests,CARDS-EX10-White
EX10/Yellow,EX10,Yellow,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX10/Yellow,CardEffect.EX10.Yellow.Tests,CARDS-EX10-Yellow
EX11/Black,EX11,Black,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX11/Black,CardEffect.EX11.Black.Tests,CARDS-EX11-Black
EX11/Blue,EX11,Blue,9,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX11/Blue,CardEffect.EX11.Blue.Tests,CARDS-EX11-Blue
EX11/Green,EX11,Green,18,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX11/Green,CardEffect.EX11.Green.Tests,CARDS-EX11-Green
EX11/Purple,EX11,Purple,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX11/Purple,CardEffect.EX11.Purple.Tests,CARDS-EX11-Purple
EX11/Red,EX11,Red,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX11/Red,CardEffect.EX11.Red.Tests,CARDS-EX11-Red
EX11/White,EX11,White,4,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX11/White,CardEffect.EX11.White.Tests,CARDS-EX11-White
EX11/Yellow,EX11,Yellow,9,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX11/Yellow,CardEffect.EX11.Yellow.Tests,CARDS-EX11-Yellow
LM/Black,LM,Black,9,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/LM/Black,CardEffect.LM.Black.Tests,CARDS-LM-Black
LM/Blue,LM,Blue,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/LM/Blue,CardEffect.LM.Blue.Tests,CARDS-LM-Blue
LM/Green,LM,Green,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/LM/Green,CardEffect.LM.Green.Tests,CARDS-LM-Green
LM/Purple,LM,Purple,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/LM/Purple,CardEffect.LM.Purple.Tests,CARDS-LM-Purple
LM/Red,LM,Red,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/LM/Red,CardEffect.LM.Red.Tests,CARDS-LM-Red
LM/White,LM,White,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/LM/White,CardEffect.LM.White.Tests,CARDS-LM-White
LM/Yellow,LM,Yellow,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/LM/Yellow,CardEffect.LM.Yellow.Tests,CARDS-LM-Yellow
P/Black,P,Black,35,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/P/Black,CardEffect.P.Black.Tests,CARDS-P-Black
P/Blue,P,Blue,38,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/P/Blue,CardEffect.P.Blue.Tests,CARDS-P-Blue
P/Green,P,Green,41,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/P/Green,CardEffect.P.Green.Tests,CARDS-P-Green
P/Purple,P,Purple,29,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/P/Purple,CardEffect.P.Purple.Tests,CARDS-P-Purple
P/Red,P,Red,40,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/P/Red,CardEffect.P.Red.Tests,CARDS-P-Red
P/White,P,White,9,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/P/White,CardEffect.P.White.Tests,CARDS-P-White
P/Yellow,P,Yellow,41,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/P/Yellow,CardEffect.P.Yellow.Tests,CARDS-P-Yellow
RB1/Black,RB1,Black,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/RB1/Black,CardEffect.RB1.Black.Tests,CARDS-RB1-Black
RB1/Blue,RB1,Blue,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/RB1/Blue,CardEffect.RB1.Blue.Tests,CARDS-RB1-Blue
RB1/Green,RB1,Green,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/RB1/Green,CardEffect.RB1.Green.Tests,CARDS-RB1-Green
RB1/Purple,RB1,Purple,4,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/RB1/Purple,CardEffect.RB1.Purple.Tests,CARDS-RB1-Purple
RB1/Red,RB1,Red,6,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/RB1/Red,CardEffect.RB1.Red.Tests,CARDS-RB1-Red
RB1/White,RB1,White,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/RB1/White,CardEffect.RB1.White.Tests,CARDS-RB1-White
RB1/Yellow,RB1,Yellow,3,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/RB1/Yellow,CardEffect.RB1.Yellow.Tests,CARDS-RB1-Yellow
ST1/Red,ST1,Red,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST1/Red,CardEffect.ST1.Red.Tests,CARDS-ST1-Red
ST2/Blue,ST2,Blue,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST2/Blue,CardEffect.ST2.Blue.Tests,CARDS-ST2-Blue
ST3/Yellow,ST3,Yellow,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST3/Yellow,CardEffect.ST3.Yellow.Tests,CARDS-ST3-Yellow
ST4/Green,ST4,Green,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST4/Green,CardEffect.ST4.Green.Tests,CARDS-ST4-Green
ST5/Black,ST5,Black,9,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST5/Black,CardEffect.ST5.Black.Tests,CARDS-ST5-Black
ST6/Purple,ST6,Purple,10,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST6/Purple,CardEffect.ST6.Purple.Tests,CARDS-ST6-Purple
ST7/Red,ST7,Red,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST7/Red,CardEffect.ST7.Red.Tests,CARDS-ST7-Red
ST8/Blue,ST8,Blue,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST8/Blue,CardEffect.ST8.Blue.Tests,CARDS-ST8-Blue
ST9/Blue,ST9,Blue,5,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST9/Blue,CardEffect.ST9.Blue.Tests,CARDS-ST9-Blue
ST9/Green,ST9,Green,7,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST9/Green,CardEffect.ST9.Green.Tests,CARDS-ST9-Green
ST10/Purple,ST10,Purple,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST10/Purple,CardEffect.ST10.Purple.Tests,CARDS-ST10-Purple
ST10/Yellow,ST10,Yellow,4,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST10/Yellow,CardEffect.ST10.Yellow.Tests,CARDS-ST10-Yellow
ST12/Black,ST12,Black,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST12/Black,CardEffect.ST12.Black.Tests,CARDS-ST12-Black
ST12/Red,ST12,Red,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST12/Red,CardEffect.ST12.Red.Tests,CARDS-ST12-Red
ST12/White,ST12,White,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST12/White,CardEffect.ST12.White.Tests,CARDS-ST12-White
ST13/Black,ST13,Black,6,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST13/Black,CardEffect.ST13.Black.Tests,CARDS-ST13-Black
ST13/Red,ST13,Red,6,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST13/Red,CardEffect.ST13.Red.Tests,CARDS-ST13-Red
ST14/Purple,ST14,Purple,11,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST14/Purple,CardEffect.ST14.Purple.Tests,CARDS-ST14-Purple
ST15/Black,ST15,Black,13,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST15/Black,CardEffect.ST15.Black.Tests,CARDS-ST15-Black
ST16/Purple,ST16,Purple,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST16/Purple,CardEffect.ST16.Purple.Tests,CARDS-ST16-Purple
ST17/Blue,ST17,Blue,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST17/Blue,CardEffect.ST17.Blue.Tests,CARDS-ST17-Blue
ST17/Green,ST17,Green,12,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST17/Green,CardEffect.ST17.Green.Tests,CARDS-ST17-Green
ST18/Green,ST18,Green,15,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST18/Green,CardEffect.ST18.Green.Tests,CARDS-ST18-Green
ST19/Black,ST19,Black,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST19/Black,CardEffect.ST19.Black.Tests,CARDS-ST19-Black
ST19/Yellow,ST19,Yellow,14,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST19/Yellow,CardEffect.ST19.Yellow.Tests,CARDS-ST19-Yellow
ST20/Black,ST20,Black,5,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST20/Black,CardEffect.ST20.Black.Tests,CARDS-ST20-Black
ST20/Green,ST20,Green,3,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST20/Green,CardEffect.ST20.Green.Tests,CARDS-ST20-Green
ST20/Red,ST20,Red,4,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST20/Red,CardEffect.ST20.Red.Tests,CARDS-ST20-Red
ST20/White,ST20,White,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST20/White,CardEffect.ST20.White.Tests,CARDS-ST20-White
ST20/Yellow,ST20,Yellow,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST20/Yellow,CardEffect.ST20.Yellow.Tests,CARDS-ST20-Yellow
ST21/Blue,ST21,Blue,4,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST21/Blue,CardEffect.ST21.Blue.Tests,CARDS-ST21-Blue
ST21/Green,ST21,Green,3,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST21/Green,CardEffect.ST21.Green.Tests,CARDS-ST21-Green
ST21/Purple,ST21,Purple,5,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST21/Purple,CardEffect.ST21.Purple.Tests,CARDS-ST21-Purple
ST21/White,ST21,White,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST21/White,CardEffect.ST21.White.Tests,CARDS-ST21-White
ST21/Yellow,ST21,Yellow,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST21/Yellow,CardEffect.ST21.Yellow.Tests,CARDS-ST21-Yellow
ST22/Black,ST22,Black,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST22/Black,CardEffect.ST22.Black.Tests,CARDS-ST22-Black
ST22/Blue,ST22,Blue,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST22/Blue,CardEffect.ST22.Blue.Tests,CARDS-ST22-Blue
ST22/Green,ST22,Green,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST22/Green,CardEffect.ST22.Green.Tests,CARDS-ST22-Green
ST22/Purple,ST22,Purple,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST22/Purple,CardEffect.ST22.Purple.Tests,CARDS-ST22-Purple
ST22/Red,ST22,Red,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST22/Red,CardEffect.ST22.Red.Tests,CARDS-ST22-Red
ST22/Yellow,ST22,Yellow,8,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST22/Yellow,CardEffect.ST22.Yellow.Tests,CARDS-ST22-Yellow
ST23/Black,ST23,Black,3,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST23/Black,CardEffect.ST23.Black.Tests,CARDS-ST23-Black
ST23/Green,ST23,Green,6,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST23/Green,CardEffect.ST23.Green.Tests,CARDS-ST23-Green
ST23/Purple,ST23,Purple,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST23/Purple,CardEffect.ST23.Purple.Tests,CARDS-ST23-Purple
ST23/White,ST23,White,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST23/White,CardEffect.ST23.White.Tests,CARDS-ST23-White
ST23/Yellow,ST23,Yellow,4,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST23/Yellow,CardEffect.ST23.Yellow.Tests,CARDS-ST23-Yellow
ST24/Blue,ST24,Blue,2,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST24/Blue,CardEffect.ST24.Blue.Tests,CARDS-ST24-Blue
ST24/Green,ST24,Green,5,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST24/Green,CardEffect.ST24.Green.Tests,CARDS-ST24-Green
ST24/Purple,ST24,Purple,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST24/Purple,CardEffect.ST24.Purple.Tests,CARDS-ST24-Purple
ST24/White,ST24,White,1,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST24/White,CardEffect.ST24.White.Tests,CARDS-ST24-White
ST24/Yellow,ST24,Yellow,6,src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/ST24/Yellow,CardEffect.ST24.Yellow.Tests,CARDS-ST24-Yellow
