layer,path,asis_lines,port_lines,review_status,reviewer,findings,date
mirror,Assets/Scripts/Script/CardEffectCommons/CanUseEffects/OnAttackTargetSwitch.cs,22,24,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/CanUseEffects/OnUnsuspend.cs,22,24,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/CanUseEffects/WhenDiscardSecurity.cs,22,24,,,,
mirror,Assets/Scripts/Script/CardEffects/VortexCanAttackPlayersClass.cs,19,24,,,,
mirror,Assets/Scripts/Script/MainPhaseAction/AttackPermanentAction.cs,45,22,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/ShowReducedCost.cs,32,21,,,,
mirror,Assets/Scripts/Script/MainPhaseAction/ActivateCardAction.cs,45,21,,,,
mirror,Assets/Scripts/Script/MainPhaseAction/ActivatePermanentAction.cs,44,21,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeSAttack.cs,133,19,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeDP.cs,71,17,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangePlayCost.cs,62,17,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/CanUseEffects/IgnoreBattle.cs,15,17,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/CanUseEffects/OnEndAttack.cs,15,17,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/CanUseEffects/SecurityEffect.cs,15,17,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/CanUseEffects/WhendAddSecurity.cs,15,17,,,,
mirror,Assets/Scripts/Script/MainPhaseAction/PassAction.cs,28,17,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeDP.cs,57,16,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeOriginDP.cs,55,16,,,,
mirror,Assets/Scripts/Script/CardEffectCommons/CanUseEffects/CanUnsuspend.cs,15,16,,,,
mirror,Assets/Scripts/Script/MainPhaseAction/MainPhaseAction.cs,6,14,,,,
mirror,Assets/Scripts/Script/Utils.cs,9,12,,,,
mirror,Assets/Scripts/Script/SelectCardPanel.cs,688,11,,,,
mirror,Assets/Scripts/Script/SelectDeck.cs,324,10,,,,
mirror,Assets/Scripts/Script/CEntity_Effect.cs,30,7,,,,
mirror,Assets/Scripts/Script/CardDistributionTab.cs,36,7,,,,
mirror,Assets/Scripts/Script/CardInfo.cs,162,7,,,,
mirror,Assets/Scripts/Script/CardPrefab_CreateDeck.cs,636,7,,,,
mirror,Assets/Scripts/Script/CheckCardPanel.cs,428,7,,,,
mirror,Assets/Scripts/Script/Combinations.cs,184,7,,,,
mirror,Assets/Scripts/Script/ContinuousController.cs,1843,7,,,,
mirror,Assets/Scripts/Script/ConvertBinaryNumber.cs,145,7,,,,
mirror,Assets/Scripts/Script/CreateNewDeckButton.cs,167,7,,,,
mirror,Assets/Scripts/Script/DeckBuildingRule.cs,292,7,,,,
mirror,Assets/Scripts/Script/DeckCodeUtility.cs,167,7,,,,
mirror,Assets/Scripts/Script/DeckData.cs,868,7,,,,
mirror,Assets/Scripts/Script/DeckInfoPanel.cs,343,7,,,,
mirror,Assets/Scripts/Script/DeckListPanel.cs,175,7,,,,
mirror,Assets/Scripts/Script/DetailCard_DeckEditor.cs,529,7,,,,
mirror,Assets/Scripts/Script/DigiXrosEffectObject.cs,54,7,,,,
mirror,Assets/Scripts/Script/EditDeck.cs,1355,7,,,,
mirror,Assets/Scripts/Script/Effects.cs,2307,7,,,,
mirror,Assets/Scripts/Script/FieldPermanentCard.cs,894,7,,,,
mirror,Assets/Scripts/Script/GSSReader.cs,53,7,,,,
mirror,Assets/Scripts/Script/GameRandom.cs,124,7,,,,
mirror,Assets/Scripts/Script/HandCard.cs,1025,7,,,,
mirror,Assets/Scripts/Script/JogressEffectObject.cs,30,7,,,,
mirror,Assets/Scripts/Script/JsonSerializedClass.cs,91,7,,,,
mirror,Assets/Scripts/Script/LoadCSV_CardEntity.cs,9,7,,,,
mirror,Assets/Scripts/Script/LoadJSON_CardEntity.cs,15,7,,,,
mirror,Assets/Scripts/Script/NextPhaseButton.cs,202,7,,,,
mirror,Assets/Scripts/Script/OfficialCardListUtility.cs,1328,7,,,,
mirror,Assets/Scripts/Script/PermanentDetail.cs,445,7,,,,
mirror,Assets/Scripts/Script/ShowPhaseNotificationObject.cs,56,7,,,,
mirror,Assets/Scripts/Script/ShowPhaseObject.cs,101,7,,,,
mirror,Assets/Scripts/Script/ShuffleDeckCode.cs,168,7,,,,
mirror,Assets/Scripts/Script/SpellRestoration.cs,98,7,,,,
mirror,Assets/Scripts/Script/StarterDeck.cs,57,7,,,,
mirror,Assets/Scripts/Script/StreamingAssetsUtility.cs,246,7,,,,
mirror,Assets/Scripts/Script/Networking/GamePacketFactory.cs,45,7,,,,
mirror,Assets/Scripts/Script/Networking/GamePacketRegistration.cs,15,7,,,,
mirror,Assets/Scripts/Script/Networking/IGamePacket.cs,5,7,,,,
mirror,Assets/Scripts/Script/AutomaticOrder/StartTurnTamerMemory.cs,40,7,,,,
mirror,Assets/Scripts/Script/Effect Examples/Link_Examples.cs,293,7,,,,
mirror,Assets/Scripts/Script/PlayerSelection/CardSelection.cs,9,7,,,,
mirror,Assets/Scripts/Script/PlayerSelection/IPlayerSelection.cs,6,7,,,,
mirror,Assets/Scripts/Script/PlayerSelection/PermanentSelection.cs,11,7,,,,
mirror,Assets/Scripts/Script/PlayerSelection/ValueSelection.cs,24,7,,,,
mirror,Assets/Scripts/Script/MainPhaseAction/CheatAction.cs,96,7,진행중,,,
substrate,Headless/Runtime/MetadataActionProcessor.cs,-1,1022,,,,
substrate,Headless/Runtime/DcgoMatch.cs,-1,698,,,,
substrate,Headless/Services/InMemoryZoneMover.cs,-1,668,,,,
substrate,Headless/Runtime/HeadlessActionPayloads.cs,-1,630,,,,
substrate,Headless/Runtime/HeadlessLegalActionDispatcher.cs,-1,586,,,,
substrate,Headless/Runtime/HeadlessActionFactory.cs,-1,501,,,,
substrate,Headless/Bridge/EngineContext.cs,-1,419,,,,
substrate,Headless/Runtime/HeadlessGameLoop.cs,-1,411,,,,
substrate,Headless/Runtime/TurnFlowPump.cs,-1,371,,,,
substrate,Headless/Runtime/OptionActivateAction.cs,-1,342,,,,
substrate,Headless/Runtime/TurnFlowDriver.cs,-1,324,,,,
substrate,Headless/Runtime/MatchConfig.cs,-1,316,,,,
substrate,Headless/DataLoading/CardAssetJsonLoader.cs,-1,298,,,,
substrate,Headless/Runtime/DeferredChoiceProvider.cs,-1,284,,,,
substrate,Headless/Runtime/HeadlessActionQueue.cs,-1,278,,,,
substrate,Headless/Runtime/ObservationSnapshot.cs,-1,266,,,,
substrate,Headless/State/CardInstanceState.cs,-1,262,,,,
substrate,Headless/Bridge/ContinuousContext.cs,-1,252,,,,
substrate,Headless/State/MatchState.cs,-1,240,,,,
substrate,Headless/State/GameContextStateAccessor.cs,-1,236,,,,
substrate,Headless/State/PlayerState.cs,-1,227,,,,
substrate,Headless/DataLoading/DeckListLoader.cs,-1,223,,,,
substrate,Headless/State/DigivolutionStackReader.cs,-1,216,,,,
substrate,Headless/Runtime/SessionContext.cs,-1,215,,,,
substrate,Headless/Bridge/UnityNullObjectPolicy.cs,-1,211,,,,
substrate,Headless/Runtime/HeadlessPhaseMapping.cs,-1,206,,,,
substrate,Headless/DataLoading/BanlistLoader.cs,-1,189,,,,
substrate,Headless/Choices/ChoiceResult.cs,-1,185,,,,
substrate,Headless/Runtime/MainSkillActivateAction.cs,-1,176,,,,
substrate,Headless/Runtime/InMemoryHeadlessAttackController.cs,-1,170,,,,
substrate,Headless/Runtime/LegalActionSetValidator.cs,-1,163,,,,
substrate,Headless/Runtime/CardObservation.cs,-1,152,,,,
substrate,Headless/Services/GameRandomSource.cs,-1,150,,,,
substrate,Headless/Choices/ChoiceCompletability.cs,-1,148,,,,
substrate,Headless/Diagnostics/TraceEvent.cs,-1,146,,,,
substrate,Headless/State/PermanentBookkeepingStore.cs,-1,145,,,,
substrate,Headless/State/DigivolutionStack.cs,-1,143,,,,
substrate,Headless/Services/CardRecord.cs,-1,139,,,,
substrate,Headless/Runtime/DeletionOutcomeWatcher.cs,-1,138,,,,
substrate,Headless/DataLoading/CardBaseEntityLoader.cs,-1,133,,,,
substrate,Headless/Services/HeadlessEntityRegistry.cs,-1,132,,,,
substrate,Headless/Runtime/InMemoryHeadlessChoiceController.cs,-1,131,,,,
substrate,Headless/Runtime/InMemoryHeadlessTurnController.cs,-1,131,,,,
substrate,Headless/Diagnostics/MatchEventLog.cs,-1,129,,,,
substrate,Headless/Services/StateFingerprintService.cs,-1,128,,,,
substrate,Headless/Choices/ScriptedChoiceProvider.cs,-1,101,,,,
substrate,Headless/Coroutines/CoroutineAdapter.cs,-1,100,,,,
substrate,Headless/Services/IZoneMover.cs,-1,99,,,,
substrate,Headless/Runtime/ActionProcessResult.cs,-1,99,,,,
substrate,Headless/Runtime/HeadlessActionParameterKeys.cs,-1,97,,,,
substrate,Headless/Choices/ChoiceRequest.cs,-1,96,,,,
substrate,Headless/Runtime/GameEventQueue.cs,-1,90,,,,
substrate,Headless/Coroutines/EngineWaitCondition.cs,-1,90,,,,
substrate,Headless/Runtime/SecurityFaceState.cs,-1,89,,,,
substrate,Headless/Services/InMemoryLogSink.cs,-1,88,,,,
substrate,Headless/Services/InMemoryRuleQueryService.cs,-1,88,,,,
substrate,Headless/Bridge/BareCauseEffect.cs,-1,82,,,,
substrate,Headless/Runtime/HeadlessActionTypes.cs,-1,82,,,,
substrate,Headless/Services/HeadlessPlayerId.cs,-1,76,,,,
substrate,Headless/Coroutines/EngineTaskRunner.cs,-1,73,,,,
substrate,Headless/Services/IllegalAction.cs,-1,72,,,,
substrate,Headless/Runtime/InMemoryHeadlessMemoryController.cs,-1,72,,,,
substrate,Headless/Services/ZoneMoveRequest.cs,-1,67,,,,
substrate,Headless/Runtime/GameEvent.cs,-1,66,,,,
substrate,Headless/Diagnostics/EngineTrace.cs,-1,65,,,,
substrate,Headless/Services/HeadlessEntityId.cs,-1,64,,,,
substrate,Headless/Runtime/MatchResult.cs,-1,63,,,,
substrate,Headless/DataLoading/StarterDecks.cs,-1,62,,,,
substrate,Headless/Coroutines/IEngineTask.cs,-1,62,,,,
substrate,Headless/Bridge/GManagerBridge.cs,-1,61,,,,
substrate,Headless/Services/CardInstanceRecord.cs,-1,58,,,,
substrate,Headless/Runtime/ActionMask.cs,-1,58,,,,
substrate,Headless/Bridge/AmbientMatchContext.cs,-1,57,,,,
substrate,Headless/Runtime/StepResult.cs,-1,56,,,,
substrate,Headless/Runtime/CheatActionGuard.cs,-1,53,,,,
substrate,Headless/Services/InMemoryCardRepository.cs,-1,52,,,,
substrate,Headless/Services/LegalAction.cs,-1,52,,,,
substrate,Headless/Choices/PolicyChoiceProvider.cs,-1,52,,,,
substrate,Headless/Runtime/HeadlessAction.cs,-1,52,,,,
substrate,Headless/Runtime/HeadlessChoiceState.cs,-1,52,,,,
substrate,Headless/DataLoading/CardDatabase.cs,-1,50,,,,
substrate,Headless/Runtime/InMemoryHeadlessPlayerStatusController.cs,-1,49,,,,
substrate,Headless/Runtime/HeadlessTurnState.cs,-1,46,,,,
substrate,Headless/Choices/ChoiceType.cs,-1,45,,,,
substrate,Headless/Runtime/IHeadlessAttackController.cs,-1,43,,,,
substrate,Headless/Choices/ChoiceCandidate.cs,-1,42,,,,
substrate,Headless/State/DpModifier.cs,-1,40,,,,
substrate,Headless/Choices/ChoiceOption.cs,-1,40,,,,
substrate,Headless/Runtime/PlayerTurnCounterController.cs,-1,40,,,,
substrate,Headless/Runtime/DeferredActivationController.cs,-1,39,,,,
substrate,Headless/Services/CardQuery.cs,-1,32,,,,
substrate,Headless/Services/InMemoryCardInstanceRepository.cs,-1,32,,,,
substrate,Headless/Runtime/HeadlessAttackState.cs,-1,32,,,,
substrate,Headless/Runtime/TurnStepCursor.cs,-1,32,,,,
substrate,Headless/Runtime/IActionLegality.cs,-1,29,,,,
substrate,Headless/Runtime/AttackPhase.cs,-1,28,,,,
substrate,Headless/Runtime/IHeadlessChoiceController.cs,-1,28,,,,
substrate,Headless/Runtime/NoOpActionProcessor.cs,-1,27,,,,
substrate,Headless/Runtime/GameEventType.cs,-1,23,,,,
substrate,Headless/Runtime/IHeadlessPlayerStatusController.cs,-1,20,,,,
substrate,Headless/Choices/ChoiceZone.cs,-1,19,,,,
substrate,Headless/Runtime/HeadlessEffectState.cs,-1,19,,,,
substrate,Headless/Runtime/IHeadlessMemoryController.cs,-1,19,,,,
substrate,Headless/Services/ITerminalOutcomeSink.cs,-1,18,,,,
substrate,Headless/Runtime/HeadlessPhase.cs,-1,18,,,,
substrate,Headless/Runtime/IHeadlessTurnController.cs,-1,18,,,,
substrate,Headless/Services/ZoneMoveMetadataKeys.cs,-1,17,,,,
substrate,Headless/Services/NullLogSink.cs,-1,16,,,,
substrate,Headless/Diagnostics/MatchLogLevel.cs,-1,15,,,,
substrate,Headless/Services/IStateFingerprintService.cs,-1,14,,,,
substrate,Headless/Runtime/HeadlessMemoryState.cs,-1,13,,,,
substrate,Headless/Runtime/IActionProcessor.cs,-1,13,,,,
substrate,Headless/Services/ICardRepository.cs,-1,12,,,,
substrate,Headless/Bridge/PayCostRoot.cs,-1,12,,,,
substrate,Headless/Services/IHeadlessLegalActionController.cs,-1,11,,,,
substrate,Headless/Services/IRandomSeedController.cs,-1,11,,,,
substrate,Headless/Services/IZoneStateReader.cs,-1,11,,,,
substrate,Headless/Services/ICardInstanceRepository.cs,-1,10,,,,
substrate,Headless/Services/ILogSink.cs,-1,10,,,,
substrate,Headless/Services/IRandomSource.cs,-1,10,,,,
substrate,Headless/Services/IRuleQueryService.cs,-1,9,,,,
substrate,Headless/Services/ZoneMoveResult.cs,-1,9,,,,
substrate,Headless/Diagnostics/NullTraceSink.cs,-1,8,,,,
substrate,Headless/Services/IHeadlessLegalActionSeeder.cs,-1,7,,,,
substrate,Headless/Services/IHeadlessMatchStateResettable.cs,-1,7,,,,
substrate,Headless/Services/ITerminalStateController.cs,-1,7,,,,
substrate,Headless/Diagnostics/ITraceSink.cs,-1,6,,,,
substrate,Headless/Choices/IChoiceProvider.cs,-1,6,,,,
substrate,Headless/Diagnostics/TraceOptions.cs,-1,5,,,,
