rel	units_total	units_kept	units_deleted	comment_lines_deleted	comment_lines_kept	physical_lines_removed	token_gate	note
Script/CardEffectCommons.cs	936	0	936	936	0	931	PASS	
Script/CardEffectCommons/CanUseEffects/CanSuspend.cs	6	0	6	6	0	6	PASS	
Script/CardEffectCommons/CanUseEffects/CanUnsuspend.cs	6	0	6	6	0	6	PASS	
Script/CardEffectCommons/CanUseEffects/IgnoreBattle.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnAddDigivolutionCards.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnAttack.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnAttackTargetSwitch.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnCardsAddedToHand.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnCardsReturnToHandFromTrash.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnCardsReturnToLibraryFromTrash.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnDeletion.cs	15	0	15	15	0	15	PASS	
Script/CardEffectCommons/CanUseEffects/OnEndAttack.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnFaceUpSecurityIncrease.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnMove.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnReturnLibraryBottomDigivolutionCards.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnSuspend.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnTrashBySelfDigiBurst.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnTrashDigivolutionCard.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnTrashHand.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnTrashLinkCard.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnTrashLinkedCard.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OnUnsuspend.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/OptionEffect.cs	13	0	13	13	0	13	PASS	
Script/CardEffectCommons/CanUseEffects/PermanentEnterField/OnPlay.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/PermanentEnterField/PermanentEnterField.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/PermanentEnterField/WhenDigivolving.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/SecurityEffect.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenAddHand.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenDeleteOpponentDigimon.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenDeleteOpponentDigimonByBattle.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenDiscardLibrary.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenDiscardSecurity.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenLinked.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenLoseSecurity.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenPermanentWouldDigivolve.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenPermanentWouldPlay.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenRemoveField.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenUseDigiBurst.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenUseOption.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenWinBattle.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhenWouldLink.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CanUseEffects/WhendAddSecurity.cs	1	0	1	1	0	1	PASS	
Script/CardEffectCommons/CustomMessage.cs	7	0	7	7	0	7	PASS	
Script/CardEffectCommons/DNADigivolveEffects.cs	108	0	108	108	0	108	PASS	
Script/CardEffectCommons/DigiXrosEffects.cs	8	0	8	8	0	8	PASS	
Script/CardEffectCommons/GameContextDeterminarion.cs	19	0	19	19	0	19	PASS	
Script/CardEffectCommons/GetFromHashtable.cs	6	0	6	6	0	6	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNoReturnToDeck.cs	30	0	30	30	0	23	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotAttack.cs	37	0	37	37	0	29	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBeAttacked.cs	34	0	34	34	0	26	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBeBlocked.cs	32	0	32	32	0	24	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBeDeletedByBattle.cs	28	0	28	28	0	25	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBeDeletedByEffect.cs	37	0	37	37	0	30	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBlock.cs	34	0	34	34	0	27	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotReturnToHand.cs	30	0	30	30	0	23	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotSuspend.cs	36	0	36	36	0	23	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotUnsuspend.cs	52	0	52	52	0	40	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeDP.cs	4	0	4	4	0	4	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeLinkMax.cs	12	0	12	12	0	12	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeOriginDP.cs	4	0	4	4	0	4	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeSAttack.cs	6	0	6	6	0	6	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/DeleteSelf.cs	18	0	18	18	0	18	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ImmuneFromDPMinus.cs	29	0	29	29	0	22	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/StartOfMainAttack.cs	23	0	23	23	0	23	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/TamerBecomesDigimonThatCanNotDigivolve.cs	16	3	13	13	3	13	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanentOrPlayer.cs	31	0	31	31	0	31	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNoReturnToDeck.cs	24	0	24	24	0	19	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotAttack.cs	28	0	28	28	0	22	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotBeDeletedByBattle.cs	23	0	23	23	0	18	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotBlock.cs	24	0	24	24	0	18	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotReturnToHand.cs	24	0	24	24	0	19	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotSuspend.cs	27	0	27	27	0	21	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotUnsuspend.cs	33	0	33	33	0	27	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeCardDP.cs	27	0	27	27	0	21	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeDP.cs	4	0	4	4	0	4	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeDigivolutionCost.cs	6	0	6	6	0	6	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangePlayCost.cs	4	0	4	4	0	4	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeSAttack.cs	6	0	6	6	0	6	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/IgnoreDigivolutionRequirement.cs	7	0	7	7	0	7	PASS	
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ImmuneFromDPMinus.cs	24	0	24	24	0	19	PASS	
Script/CardEffectCommons/HashtableSetting.cs	54	0	54	54	0	54	PASS	
Script/CardEffectCommons/IsDigivolvedByTheEffect.cs	4	0	4	4	0	4	PASS	
Script/CardEffectCommons/KeyWordEffects/Alliance.cs	42	0	42	42	0	37	PASS	
Script/CardEffectCommons/KeyWordEffects/ArmorPurge.cs	24	0	24	24	0	24	PASS	
Script/CardEffectCommons/KeyWordEffects/Ascension.cs	18	0	18	18	0	17	PASS	
Script/CardEffectCommons/KeyWordEffects/Barrier.cs	18	0	18	18	0	18	PASS	
Script/CardEffectCommons/KeyWordEffects/Blitz.cs	45	0	45	45	0	45	PASS	
Script/CardEffectCommons/KeyWordEffects/Blocker.cs	19	0	19	19	0	19	PASS	
Script/CardEffectCommons/KeyWordEffects/Collision.cs	10	0	10	10	0	10	PASS	
Script/CardEffectCommons/KeyWordEffects/Decode.cs	13	0	13	13	0	13	PASS	
Script/CardEffectCommons/KeyWordEffects/Decoy.cs	15	0	15	15	0	15	PASS	
Script/CardEffectCommons/KeyWordEffects/Evade.cs	22	0	22	22	0	22	PASS	
Script/CardEffectCommons/KeyWordEffects/Execute.cs	27	0	27	27	0	27	PASS	
Script/CardEffectCommons/KeyWordEffects/Fortitude.cs	20	0	20	20	0	20	PASS	
Script/CardEffectCommons/KeyWordEffects/Fragment.cs	19	0	19	19	0	19	PASS	
Script/CardEffectCommons/KeyWordEffects/Iceclad.cs	13	0	13	13	0	13	PASS	
Script/CardEffectCommons/KeyWordEffects/Jamming.cs	12	0	12	12	0	12	PASS	
Script/CardEffectCommons/KeyWordEffects/MaterialSave.cs	9	0	9	9	0	9	PASS	
Script/CardEffectCommons/KeyWordEffects/MindLink.cs	45	0	45	45	0	44	PASS	
Script/CardEffectCommons/KeyWordEffects/Overclock.cs	22	0	22	22	0	22	PASS	
Script/CardEffectCommons/KeyWordEffects/Partition.cs	19	0	19	19	0	18	PASS	
Script/CardEffectCommons/KeyWordEffects/Pierce.cs	20	0	20	20	0	20	PASS	
Script/CardEffectCommons/KeyWordEffects/Progress.cs	16	0	16	16	0	16	PASS	
Script/CardEffectCommons/KeyWordEffects/Raid.cs	19	0	19	19	0	19	PASS	
Script/CardEffectCommons/KeyWordEffects/Reboot.cs	11	0	11	11	0	11	PASS	
Script/CardEffectCommons/KeyWordEffects/Retaliation.cs	27	1	26	26	1	26	PASS	
Script/CardEffectCommons/KeyWordEffects/Rush.cs	14	0	14	14	0	14	PASS	
Script/CardEffectCommons/KeyWordEffects/Save.cs	18	0	18	18	0	18	PASS	
Script/CardEffectCommons/KeyWordEffects/Scapegoat.cs	15	0	15	15	0	15	PASS	
Script/CardEffectCommons/KeyWordEffects/Training.cs	13	0	13	13	0	13	PASS	
Script/CardEffectCommons/KeyWordEffects/Vortex.cs	29	0	29	29	0	29	PASS	
Script/CardEffectCommons/MinMax_DP_Cost_Level/Cost/IsMaxCost.cs	11	0	11	11	0	11	PASS	
Script/CardEffectCommons/MinMax_DP_Cost_Level/Cost/IsMinCost.cs	7	0	7	7	0	7	PASS	
Script/CardEffectCommons/MinMax_DP_Cost_Level/DP/IsMaxDP.cs	8	0	8	8	0	8	PASS	
Script/CardEffectCommons/MinMax_DP_Cost_Level/DP/IsMinDP.cs	7	0	7	7	0	7	PASS	
Script/CardEffectCommons/MinMax_DP_Cost_Level/DigivolutionCards/IsMinDigivolutionCards.cs	7	0	7	7	0	7	PASS	
Script/CardEffectCommons/MinMax_DP_Cost_Level/Level/IsMaxLevel.cs	6	0	6	6	0	6	PASS	
Script/CardEffectCommons/MinMax_DP_Cost_Level/Level/IsMinLevel.cs	10	0	10	10	0	10	PASS	
Script/CardEffectCommons/RevealLibrary.cs	138	0	138	138	0	131	PASS	
Script/CardEffectCommons/ShowReducedCost.cs	9	0	9	9	0	9	PASS	
Script/CardEffectCommons/TrashDigivolutionCards.cs	12	0	12	12	0	12	PASS	
Script/CardEffectCommons/TrashLinkedCards.cs	38	0	38	38	0	38	PASS	
Script/CardEffectFactory.cs	546	3	543	543	6	541	PASS	
Script/CardEffectFactory/AddAppfusionMethod.cs	12	0	12	12	0	11	PASS	
Script/CardEffectFactory/AddDigivolutionRequirement.cs	17	6	11	11	6	10	PASS	
Script/CardEffectFactory/AddLinkRequirement.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/CanNoReturnToDeck.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/CanNotAttack.cs	8	0	8	8	0	5	PASS	
Script/CardEffectFactory/CanNotBeAttacked.cs	6	0	6	6	0	4	PASS	
Script/CardEffectFactory/CanNotBeBlocked.cs	6	0	6	6	0	4	PASS	
Script/CardEffectFactory/CanNotBeDeleted.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/CanNotBeDeletedByBattle.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/CanNotBeDeletedByEffect.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/CanNotBeRemoved.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/CanNotBeTrashedByEffect.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/CanNotBlock.cs	8	0	8	8	0	5	PASS	
Script/CardEffectFactory/CanNotDigivolve.cs	8	0	8	8	0	5	PASS	
Script/CardEffectFactory/CanNotReturnToHand.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/CanNotSuspend.cs	6	0	6	6	0	5	PASS	
Script/CardEffectFactory/CanNotUnsuspend.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/ChangeCardDP.cs	9	0	9	9	0	8	PASS	
Script/CardEffectFactory/ChangeDP.cs	17	0	17	17	0	14	PASS	
Script/CardEffectFactory/ChangeDigivolutionCost.cs	4	0	4	4	0	3	PASS	
Script/CardEffectFactory/ChangeLinkMax.cs	10	0	10	10	0	7	PASS	
Script/CardEffectFactory/ChangeOriginDP.cs	7	0	7	7	0	5	PASS	
Script/CardEffectFactory/ChangePlayCost.cs	6	0	6	6	0	5	PASS	
Script/CardEffectFactory/ChangeSAttack.cs	12	0	12	12	0	7	PASS	
Script/CardEffectFactory/ImmuneFromDPMinus.cs	5	0	5	5	0	4	PASS	
Script/CardEffectFactory/KeyWordEffects/Alliance.cs	9	0	9	9	0	9	PASS	
Script/CardEffectFactory/KeyWordEffects/ArmorPurge.cs	5	0	5	5	0	5	PASS	
Script/CardEffectFactory/KeyWordEffects/ArtsDigivolve.cs	18	0	18	18	0	15	PASS	
Script/CardEffectFactory/KeyWordEffects/Ascension.cs	8	0	8	8	0	7	PASS	
Script/CardEffectFactory/KeyWordEffects/Barrier.cs	5	0	5	5	0	5	PASS	
Script/CardEffectFactory/KeyWordEffects/BlastDNADigivolution.cs	56	0	56	56	0	56	PASS	
Script/CardEffectFactory/KeyWordEffects/BlastDigivolution.cs	30	0	30	30	0	28	PASS	
Script/CardEffectFactory/KeyWordEffects/Blitz.cs	6	0	6	6	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Blocker.cs	7	0	7	7	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Collision.cs	7	0	7	7	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Decode.cs	13	1	12	12	1	12	PASS	
Script/CardEffectFactory/KeyWordEffects/Decoy.cs	5	0	5	5	0	5	PASS	
Script/CardEffectFactory/KeyWordEffects/Evade.cs	6	0	6	6	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Execute.cs	5	0	5	5	0	5	PASS	
Script/CardEffectFactory/KeyWordEffects/Fortitude.cs	6	0	6	6	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Fragment.cs	5	0	5	5	0	5	PASS	
Script/CardEffectFactory/KeyWordEffects/Iceclad.cs	7	0	7	7	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Jamming.cs	8	0	8	8	0	7	PASS	
Script/CardEffectFactory/KeyWordEffects/Link.cs	22	9	13	13	9	13	PASS	
Script/CardEffectFactory/KeyWordEffects/MaterialSave.cs	7	0	7	7	0	7	PASS	
Script/CardEffectFactory/KeyWordEffects/Overclock.cs	5	0	5	5	0	5	PASS	
Script/CardEffectFactory/KeyWordEffects/Partition.cs	19	1	18	18	1	17	PASS	
Script/CardEffectFactory/KeyWordEffects/Pierce.cs	6	0	6	6	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Progress.cs	8	0	8	8	0	7	PASS	
Script/CardEffectFactory/KeyWordEffects/Raid.cs	5	0	5	5	0	5	PASS	
Script/CardEffectFactory/KeyWordEffects/Reboot.cs	7	0	7	7	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Retaliation.cs	6	0	6	6	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Rush.cs	7	0	7	7	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Save.cs	4	0	4	4	0	4	PASS	
Script/CardEffectFactory/KeyWordEffects/Scapegoat.cs	6	0	6	6	0	6	PASS	
Script/CardEffectFactory/KeyWordEffects/Training.cs	8	0	8	8	0	8	PASS	
Script/CardEffectFactory/KeyWordEffects/Vortex.cs	5	0	5	5	0	5	PASS	
Script/CardEffectFactory/TreatAsDigimon.cs	4	0	4	4	0	3	PASS	
Script/CardEffectFactory/VortexCanAttackPlayers.cs	10	0	10	10	0	7	PASS	
Script/CardEffectInterfaces.cs	123	2	121	121	2	121	PASS	
Script/CardEffects/ActivateClass.cs	17	0	17	17	0	17	PASS	
Script/CardEffects/AddAppFusionConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddAssemblyConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddBurstDigivolutionConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddDetailClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddDigiXrosConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddEvolutionConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddJogressConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddJogressLevelsClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddLinkConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddMaxTrashCountDigiXrosClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddMaxUnderTamerCountDigiXrosClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/AddSkillClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/BlockerClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanAttackTargetDefendingPermanentClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotAffectedClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotAttackTargetDefendingPermanentClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotBeDestroyedByBattleClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotBeDestroyedBySkillClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotBeDestroyedClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotBeRemovedClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotEvolveClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotMoveClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotPlayClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotPutFieldClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotSelectBySkillClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotSuspendClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotSwitchAttackTargetClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotTrashFromDigivolutionCardsClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanNotUnsuspendClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanSelectAssemblyClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanSelectDigiXrosClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CanSuspendByDigisorptionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CannotAddMemoryClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CannotAddSecurityClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CannotBlockClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CannotIgnoreDigivolutionConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CannotReduceCostClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CannotReturnToHandClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CannotReturnToLibraryClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeBaseCardColorClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeBaseCardNameClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeBaseDPClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeCardColorClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeCardDPClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeCardLevelClass .cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeCardLevelForAssemblyClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeCardNamesClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeCardNamesForDigiXrosClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeCostClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeDPClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeDPDeleteEffectMaxDPClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeEndTurnMinMemoryClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeLinkCostClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeLinkMaxClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangePermanentLevelClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeSAttackClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ChangeTraitsClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/CollisionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/DisableEffectClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/DontBattleSecurityDigimonClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/DontHaveDPClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/IcecladClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/IgnoreColorConditionClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ImmuneFromDPMinusClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ImmuneFromDeDigivolveClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ImmuneFromStackTrashingClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/InvertSAttackClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/RebootClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/RushClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/ScapegoatClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/TreatAsDigimonClass.cs	2	0	2	2	0	2	PASS	
Script/CardEffects/VortexCanAttackPlayersClass.cs	2	0	2	2	0	2	PASS	
Script/CardObjectController.cs	243	0	243	243	0	239	PASS	
Script/CardSource.cs	705	3	702	702	3	700	PASS	
Script/CheckEffectDisabledClass.cs	21	0	21	21	0	21	PASS	
Script/ContinuousController.cs	207	6	201	201	6	201	PASS	
Script/CutInProcess.cs	32	0	32	32	0	32	PASS	
Script/DataBase.cs	24	0	24	24	0	24	PASS	
Script/Effects.cs	127	0	127	127	0	127	PASS	
Script/FieldPermanentCard.cs	128	0	128	128	0	128	PASS	
Script/GManager.cs	105	0	105	105	0	105	PASS	
Script/GameContext.cs	76	0	76	76	0	76	PASS	
Script/ICardEffect.cs	263	6	257	257	6	257	PASS	
Script/IEnumerableExtension.cs	5	0	5	5	0	5	PASS	
Script/MainPhaseAction/ActivateCardAction.cs	2	0	2	2	0	2	PASS	
Script/MainPhaseAction/ActivatePermanentAction.cs	2	0	2	2	0	2	PASS	
Script/MainPhaseAction/AttackPermanentAction.cs	3	0	3	3	0	3	PASS	
Script/MainPhaseAction/MainPhaseAction.cs	8	0	8	8	0	8	PASS	
Script/MainPhaseAction/PassAction.cs	4	0	4	4	0	4	PASS	
Script/MainPhaseAction/PlayCardAction.cs	2	0	2	2	0	2	PASS	
Script/MemoryObject.cs	42	0	42	42	0	42	PASS	
Script/MultipleSkills.cs	85	1	84	84	1	84	PASS	
Script/OptionResolutionClass.cs	22	0	22	22	0	22	PASS	
Script/OptionalSkill.cs	25	0	25	25	0	25	PASS	
Script/Permanent.cs	921	12	909	909	12	901	PASS	
Script/PermanentEffectFactory.cs	59	0	59	59	0	59	PASS	
Script/PlayLog.cs	32	0	32	32	0	32	PASS	
Script/Player.cs	250	0	250	250	0	250	PASS	
Script/PlayerSelection/ValueSelection.cs	4	0	4	4	0	4	PASS	
Script/SecurityObject.cs	55	0	55	55	0	55	PASS	
Script/SelectAppFusionEffect.cs	32	2	30	30	2	29	PASS	
Script/SelectAssemblyClass.cs	61	1	60	60	1	60	PASS	
Script/SelectAttackEffect.cs	79	0	79	79	0	77	PASS	
Script/SelectBurstDigivolutionEffect.cs	73	0	73	73	0	72	PASS	
Script/SelectCardEffect.cs	152	0	152	152	0	125	PASS	
Script/SelectCardPanel.cs	11	0	11	11	0	11	PASS	
Script/SelectCountEffect.cs	101	0	101	101	0	100	PASS	
Script/SelectDNACondition.cs	22	1	21	21	1	21	PASS	
Script/SelectDigiXrosClass.cs	83	0	83	83	0	82	PASS	
Script/SelectHandEffect.cs	109	0	109	109	0	77	PASS	
Script/SelectJogressEffect.cs	46	2	44	44	2	44	PASS	
Script/SelectPermanentEffect.cs	170	0	170	170	0	155	PASS	
Script/SkillInfo.cs	17	0	17	17	0	17	PASS	
Script/TurnStateMachine.cs	355	0	355	355	0	304	PASS	
Script/UserSelectionManager.cs	102	0	102	102	0	102	PASS	
Script/Utils.cs	6	0	6	6	0	6	PASS	
