relpath,layer,in_asis,in_tobe,pair_state,card_state
CardEffect/BT2/Blue/BT2_030.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Blue/BT2_031.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Blue/BT2_032.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Blue/BT2_085.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Blue/BT2_086.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Blue/BT2_094.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Blue/BT2_095.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Blue/BT2_096.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Green/BT2_004.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Green/BT2_044.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Green/BT2_045.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Green/BT2_046.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Green/BT2_047.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Green/BT2_049.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Green/BT2_050.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Green/BT2_051.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Green/BT2_088.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Green/BT2_100.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Green/BT2_101.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Green/BT2_102.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_007.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_008.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_068.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_069.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_070.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_071.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_073.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_074.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_077.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_078.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_079.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_080.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_081.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_090.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_107.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_108.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_109.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Purple/BT2_110.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Purple/BT2_111.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Red/BT2_001.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_010.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_012.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_013.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_015.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_017.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Red/BT2_018.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Red/BT2_019.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_020.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Red/BT2_084.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_091.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_092.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Red/BT2_093.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/White/BT2_082.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/White/BT2_083.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Yellow/BT2_003.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Yellow/BT2_033.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Yellow/BT2_034.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Yellow/BT2_035.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Yellow/BT2_036.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Yellow/BT2_038.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Yellow/BT2_039.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Yellow/BT2_040.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Yellow/BT2_041.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Yellow/BT2_087.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Yellow/BT2_097.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT2/Yellow/BT2_098.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT2/Yellow/BT2_099.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT20/Black/BT20_005.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_046.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_047.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_048.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_049.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_050.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_051.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_052.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_053.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_054.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_055.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_056.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_057.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_058.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_059.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_060.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_086.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_087.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Black/BT20_095.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Blue/BT20_002.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Blue/BT20_022.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Blue/BT20_023.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Blue/BT20_024.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Blue/BT20_025.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT20/Blue/BT20_026.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Blue/BT20_027.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Blue/BT20_028.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Blue/BT20_102.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_004.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_038.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_039.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_040.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_041.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_042.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_043.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_044.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_045.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_085.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Green/BT20_101.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_006.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_061.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_062.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_063.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_064.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_065.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_066.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_067.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_068.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_069.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_070.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_071.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_072.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT20/Purple/BT20_073.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_074.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_075.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_076.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_077.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_078.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_079.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT20/Purple/BT20_080.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_081.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_082.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_088.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_089.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_090.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_096.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_097.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Purple/BT20_098.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_001.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_007.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_008.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_009.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_010.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_011.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_012.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_013.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_014.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_015.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_016.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_017.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT20/Red/BT20_017_token.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_018.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_019.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_020.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_021.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_093.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Red/BT20_094.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/White/BT20_083.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/White/BT20_084.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/White/BT20_091.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/White/BT20_092.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/White/BT20_099.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/White/BT20_100.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_003.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_029.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_030.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_031.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_032.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_033.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_034.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_035.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_036.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT20/Yellow/BT20_037.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_006.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_053.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_054.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_055.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_056.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_057.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_058.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT21/Black/BT21_059.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT21/Black/BT21_060.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_061.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_062.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_087.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Black/BT21_098.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_003.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_031.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_032.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_033.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_034.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_035.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_036.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_037.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_038.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_039.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_085.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_094.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Blue/BT21_095.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_005.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_046.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_047.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_048.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_049.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_050.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_051.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_052.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Green/BT21_097.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_063.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_064.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_065.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_066.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_067.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_068.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_069.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_070.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_071.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_072.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_073.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_074.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_075.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_076.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_077.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT21/Purple/BT21_078.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_079.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_088.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_089.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_099.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Purple/BT21_100.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_001.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_002.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_007.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_008.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_009.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_010.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_011.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_012.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_013.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_014.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_015.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_016.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_017.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_018.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_019.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_020.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_021.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_022.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_023.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_024.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_025.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_026.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_027.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_028.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_029.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT21/Red/BT21_029_token.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_030.cs,CardEffect,Y,Y,BOTH,IMPL
CardEffect/BT21/Red/BT21_080.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_081.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_082.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_083.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_084.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_090.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_091.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_092.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Red/BT21_093.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/White/BT21_101.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/White/BT21_102.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_004.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_040.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_041.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_042.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_043.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_044.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_045.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_086.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT21/Yellow/BT21_096.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_005.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_053.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_054.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_055.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_056.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_057.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_058.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_059.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_060.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_061.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_062.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_063.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_064.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_065.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_066.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_067.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_090.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_091.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_099.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_100.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Black/BT22_101.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_001.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_016.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_017.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_018.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_019.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_020.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_021.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_022.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_023.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_024.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_025.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_026.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_027.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_028.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_085.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_086.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Blue/BT22_096.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Green/BT22_004.cs,CardEffect,Y,Y,BOTH,SHELL
CardEffect/BT22/Green/BT22_043.cs,CardEffect,Y,Y,BOTH,SHELL
