relpath,layer,lines,card_state
CardEffect/AD1/Black/AD1_023.cs,CardEffect,7,SHELL
CardEffect/AD1/Blue/AD1_010.cs,CardEffect,7,SHELL
CardEffect/AD1/Blue/AD1_011.cs,CardEffect,215,IMPL
CardEffect/AD1/Blue/AD1_012.cs,CardEffect,378,IMPL
CardEffect/AD1/Blue/AD1_013.cs,CardEffect,249,IMPL
CardEffect/AD1/Blue/AD1_014.cs,CardEffect,7,SHELL
CardEffect/AD1/Blue/AD1_019.cs,CardEffect,7,SHELL
CardEffect/AD1/Blue/AD1_020.cs,CardEffect,7,SHELL
CardEffect/AD1/Blue/AD1_024.cs,CardEffect,7,SHELL
CardEffect/AD1/Green/AD1_022.cs,CardEffect,7,SHELL
CardEffect/AD1/Purple/AD1_018.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_001.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_002.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_003.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_004.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_005.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_006.cs,CardEffect,408,IMPL
CardEffect/AD1/Red/AD1_007.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_008.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_009.cs,CardEffect,7,SHELL
CardEffect/AD1/Red/AD1_025.cs,CardEffect,317,IMPL
CardEffect/AD1/Yellow/AD1_015.cs,CardEffect,7,SHELL
CardEffect/AD1/Yellow/AD1_016.cs,CardEffect,7,SHELL
CardEffect/AD1/Yellow/AD1_017.cs,CardEffect,7,SHELL
CardEffect/AD1/Yellow/AD1_021.cs,CardEffect,7,SHELL
CardEffect/BT1/Blue/BT1_003.cs,CardEffect,68,IMPL
CardEffect/BT1/Blue/BT1_004.cs,CardEffect,41,IMPL
CardEffect/BT1/Blue/BT1_029.cs,CardEffect,62,IMPL
CardEffect/BT1/Blue/BT1_030.cs,CardEffect,62,IMPL
CardEffect/BT1/Blue/BT1_031.cs,CardEffect,25,IMPL
CardEffect/BT1/Blue/BT1_033.cs,CardEffect,38,IMPL
CardEffect/BT1/Blue/BT1_034.cs,CardEffect,40,IMPL
CardEffect/BT1/Blue/BT1_035.cs,CardEffect,57,IMPL
CardEffect/BT1/Blue/BT1_036.cs,CardEffect,86,IMPL
CardEffect/BT1/Blue/BT1_039.cs,CardEffect,90,IMPL
CardEffect/BT1/Blue/BT1_040.cs,CardEffect,69,IMPL
CardEffect/BT1/Blue/BT1_041.cs,CardEffect,108,IMPL
CardEffect/BT1/Blue/BT1_043.cs,CardEffect,101,IMPL
CardEffect/BT1/Blue/BT1_044.cs,CardEffect,132,IMPL
CardEffect/BT1/Blue/BT1_086.cs,CardEffect,163,IMPL
CardEffect/BT1/Blue/BT1_096.cs,CardEffect,112,IMPL
CardEffect/BT1/Blue/BT1_097.cs,CardEffect,68,IMPL
CardEffect/BT1/Blue/BT1_098.cs,CardEffect,113,IMPL
CardEffect/BT1/Blue/BT1_099.cs,CardEffect,89,IMPL
CardEffect/BT1/Blue/BT1_100.cs,CardEffect,123,IMPL
CardEffect/BT1/Blue/BT1_101.cs,CardEffect,65,IMPL
CardEffect/BT1/Blue/BT1_115.cs,CardEffect,89,IMPL
CardEffect/BT1/Green/BT1_007.cs,CardEffect,61,IMPL
CardEffect/BT1/Green/BT1_008.cs,CardEffect,47,IMPL
CardEffect/BT1/Green/BT1_066.cs,CardEffect,95,IMPL
CardEffect/BT1/Green/BT1_067.cs,CardEffect,91,IMPL
CardEffect/BT1/Green/BT1_068.cs,CardEffect,53,IMPL
CardEffect/BT1/Green/BT1_070.cs,CardEffect,82,IMPL
CardEffect/BT1/Green/BT1_073.cs,CardEffect,35,IMPL
CardEffect/BT1/Green/BT1_074.cs,CardEffect,91,IMPL
CardEffect/BT1/Green/BT1_076.cs,CardEffect,64,IMPL
CardEffect/BT1/Green/BT1_077.cs,CardEffect,86,IMPL
CardEffect/BT1/Green/BT1_078.cs,CardEffect,150,IMPL
CardEffect/BT1/Green/BT1_079.cs,CardEffect,96,IMPL
CardEffect/BT1/Green/BT1_081.cs,CardEffect,79,IMPL
CardEffect/BT1/Green/BT1_082.cs,CardEffect,122,IMPL
CardEffect/BT1/Green/BT1_083.cs,CardEffect,51,IMPL
CardEffect/BT1/Green/BT1_088.cs,CardEffect,94,IMPL
CardEffect/BT1/Green/BT1_089.cs,CardEffect,128,IMPL
CardEffect/BT1/Green/BT1_108.cs,CardEffect,133,IMPL
CardEffect/BT1/Green/BT1_109.cs,CardEffect,85,IMPL
CardEffect/BT1/Green/BT1_110.cs,CardEffect,127,IMPL
CardEffect/BT1/Green/BT1_111.cs,CardEffect,125,IMPL
CardEffect/BT1/Green/BT1_112.cs,CardEffect,157,IMPL
CardEffect/BT1/Green/BT1_113.cs,CardEffect,130,IMPL
CardEffect/BT1/Red/BT1_001.cs,CardEffect,71,IMPL
CardEffect/BT1/Red/BT1_002.cs,CardEffect,30,IMPL
CardEffect/BT1/Red/BT1_010.cs,CardEffect,87,IMPL
CardEffect/BT1/Red/BT1_011.cs,CardEffect,123,IMPL
CardEffect/BT1/Red/BT1_012.cs,CardEffect,58,IMPL
CardEffect/BT1/Red/BT1_015.cs,CardEffect,32,IMPL
CardEffect/BT1/Red/BT1_016.cs,CardEffect,25,IMPL
CardEffect/BT1/Red/BT1_017.cs,CardEffect,116,IMPL
CardEffect/BT1/Red/BT1_018.cs,CardEffect,25,IMPL
CardEffect/BT1/Red/BT1_021.cs,CardEffect,75,IMPL
CardEffect/BT1/Red/BT1_022.cs,CardEffect,80,IMPL
CardEffect/BT1/Red/BT1_023.cs,CardEffect,103,IMPL
CardEffect/BT1/Red/BT1_025.cs,CardEffect,110,IMPL
CardEffect/BT1/Red/BT1_026.cs,CardEffect,25,IMPL
CardEffect/BT1/Red/BT1_085.cs,CardEffect,74,IMPL
CardEffect/BT1/Red/BT1_090.cs,CardEffect,78,IMPL
CardEffect/BT1/Red/BT1_091.cs,CardEffect,91,IMPL
CardEffect/BT1/Red/BT1_092.cs,CardEffect,100,IMPL
CardEffect/BT1/Red/BT1_093.cs,CardEffect,119,IMPL
CardEffect/BT1/Red/BT1_094.cs,CardEffect,113,IMPL
CardEffect/BT1/Red/BT1_095.cs,CardEffect,150,IMPL
CardEffect/BT1/Red/BT1_114.cs,CardEffect,104,IMPL
CardEffect/BT1/White/BT1_084.cs,CardEffect,191,IMPL
CardEffect/BT1/Yellow/BT1_005.cs,CardEffect,41,IMPL
CardEffect/BT1/Yellow/BT1_006.cs,CardEffect,67,IMPL
CardEffect/BT1/Yellow/BT1_046.cs,CardEffect,66,IMPL
CardEffect/BT1/Yellow/BT1_048.cs,CardEffect,86,IMPL
CardEffect/BT1/Yellow/BT1_049.cs,CardEffect,85,IMPL
CardEffect/BT1/Yellow/BT1_053.cs,CardEffect,100,IMPL
CardEffect/BT1/Yellow/BT1_054.cs,CardEffect,101,IMPL
CardEffect/BT1/Yellow/BT1_055.cs,CardEffect,99,IMPL
CardEffect/BT1/Yellow/BT1_056.cs,CardEffect,192,IMPL
CardEffect/BT1/Yellow/BT1_060.cs,CardEffect,7,SHELL
CardEffect/BT1/Yellow/BT1_061.cs,CardEffect,98,IMPL
CardEffect/BT1/Yellow/BT1_062.cs,CardEffect,90,IMPL
CardEffect/BT1/Yellow/BT1_063.cs,CardEffect,7,SHELL
CardEffect/BT1/Yellow/BT1_087.cs,CardEffect,143,IMPL
CardEffect/BT1/Yellow/BT1_102.cs,CardEffect,57,IMPL
CardEffect/BT1/Yellow/BT1_103.cs,CardEffect,118,IMPL
CardEffect/BT1/Yellow/BT1_104.cs,CardEffect,201,IMPL
CardEffect/BT1/Yellow/BT1_105.cs,CardEffect,92,IMPL
CardEffect/BT1/Yellow/BT1_106.cs,CardEffect,80,IMPL
CardEffect/BT1/Yellow/BT1_107.cs,CardEffect,56,IMPL
CardEffect/BT10/Black/BT10_005.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_058.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_059.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_060.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_061.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_063.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_066.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_067.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_068.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_069.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_070.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_092.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_104.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_105.cs,CardEffect,7,SHELL
CardEffect/BT10/Black/BT10_106.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_002.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_018.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_019.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_020.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_021.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_023.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_024.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_025.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_026.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_027.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_028.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_088.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_097.cs,CardEffect,7,SHELL
CardEffect/BT10/Blue/BT10_098.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_004.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_044.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_045.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_046.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_048.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_049.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_050.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_051.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_052.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_053.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_054.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_056.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_057.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_090.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_091.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_102.cs,CardEffect,7,SHELL
CardEffect/BT10/Green/BT10_103.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_006.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_071.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_072.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_073.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_074.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_075.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_076.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_077.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_078.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_080.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_081.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_082.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_083.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_084.cs,CardEffect,258,IMPL
CardEffect/BT10/Purple/BT10_093.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_107.cs,CardEffect,7,SHELL
CardEffect/BT10/Purple/BT10_108.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_001.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_007.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_008.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_009.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_011.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_012.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_013.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_014.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_015.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_016.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_087.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_094.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_095.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_096.cs,CardEffect,7,SHELL
CardEffect/BT10/Red/BT10_111.cs,CardEffect,301,IMPL
CardEffect/BT10/Red/BT10_112.cs,CardEffect,7,SHELL
CardEffect/BT10/White/BT10_085.cs,CardEffect,7,SHELL
CardEffect/BT10/White/BT10_086.cs,CardEffect,581,IMPL
CardEffect/BT10/White/BT10_109.cs,CardEffect,7,SHELL
CardEffect/BT10/White/BT10_110.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_003.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_029.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_030.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_031.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_032.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_034.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_035.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_036.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_038.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_039.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_040.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_041.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_042.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_089.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_099.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_100.cs,CardEffect,7,SHELL
CardEffect/BT10/Yellow/BT10_101.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_005.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_060.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_061.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_062.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_063.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_064.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_065.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_067.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_068.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_069.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_070.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_071.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_072.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_073.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_074.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_092.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_093.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_105.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_106.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_107.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_108.cs,CardEffect,7,SHELL
CardEffect/BT11/Black/BT11_111.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_002.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_020.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_022.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_023.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_024.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_025.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_027.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_028.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_029.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_030.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_031.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_032.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_033.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_090.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_098.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_099.cs,CardEffect,7,SHELL
CardEffect/BT11/Blue/BT11_112.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_004.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_046.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_047.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_049.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_050.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_052.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_054.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_055.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_056.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_057.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_058.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_059.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_091.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_102.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_103.cs,CardEffect,7,SHELL
CardEffect/BT11/Green/BT11_104.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_006.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_076.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_077.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_078.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_079.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_080.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_081.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_082.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_083.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_084.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_085.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_086.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_087.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_088.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_094.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_109.cs,CardEffect,7,SHELL
CardEffect/BT11/Purple/BT11_110.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_001.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_007.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_008.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_009.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_010.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_011.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_012.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_014.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_015.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_016.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_017.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_018.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_019.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_089.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_096.cs,CardEffect,7,SHELL
CardEffect/BT11/Red/BT11_097.cs,CardEffect,7,SHELL
CardEffect/BT11/White/BT11_095.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_003.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_034.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_036.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_038.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_039.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_040.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_041.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_042.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_043.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_044.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_045.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_100.cs,CardEffect,7,SHELL
CardEffect/BT11/Yellow/BT11_101.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_005.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_058.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_059.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_060.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_061.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_062.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_063.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_064.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_065.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_066.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_067.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_068.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_070.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_071.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_072.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_094.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_095.cs,CardEffect,7,SHELL
CardEffect/BT12/Black/BT12_107.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_002.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_019.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_021.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_022.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_024.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_025.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_026.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_027.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_028.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_029.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_030.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_031.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_032.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_090.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_101.cs,CardEffect,7,SHELL
CardEffect/BT12/Blue/BT12_102.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_004.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_045.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_047.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_048.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_050.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_051.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_053.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_054.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_055.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_056.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_057.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_093.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_105.cs,CardEffect,7,SHELL
CardEffect/BT12/Green/BT12_106.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_006.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_073.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_074.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_075.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_076.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_077.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_078.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_080.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_081.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_082.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_083.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_084.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_085.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_096.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_097.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_109.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_110.cs,CardEffect,7,SHELL
CardEffect/BT12/Purple/BT12_111.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_001.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_007.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_008.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_009.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_010.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_011.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_012.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_013.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_014.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_015.cs,CardEffect,7,SHELL
CardEffect/BT12/Red/BT12_016.cs,CardEffect,7,SHELL
